Date,ControlPoint,Beishang,Nanxia,NetFlow
2021-03-08,Heung Yuen Wai,0,0,0
2021-03-08,Lok Ma Chau,0,0,0
2021-03-08,Man Kam To,0,0,0
2021-03-08,Sha Tau Kok,0,0,0
2021-03-08,Shenzhen Bay,732,-147,585
2021-03-09,Express Rail Link West Kowloon,0,0,0
2021-03-09,Hung Hom,0,0,0
2021-03-09,Lo Wu,0,0,0
2021-03-09,Lok Ma Chau Spur Line,0,0,0
2021-03-09,Heung Yuen Wai,0,0,0
2021-03-09,Lok Ma Chau,0,0,0
2021-03-09,Man Kam To,0,0,0
2021-03-09,Sha Tau Kok,0,0,0
2021-03-09,Shenzhen Bay,749,-107,642
2021-03-10,Express Rail Link West Kowloon,0,0,0
2021-03-10,Hung Hom,0,0,0
2021-03-10,Lo Wu,0,0,0
2021-03-10,Lok Ma Chau Spur Line,0,0,0
2021-03-10,Heung Yuen Wai,0,0,0
2021-03-10,Lok Ma Chau,0,0,0
2021-03-10,Man Kam To,0,0,0
2021-03-10,Sha Tau Kok,0,0,0
2021-03-10,Shenzhen Bay,796,-145,651
2021-03-11,Express Rail Link West Kowloon,0,0,0
2021-03-11,Hung Hom,0,0,0
2021-03-11,Lo Wu,0,0,0
2021-03-11,Lok Ma Chau Spur Line,0,0,0
2021-03-11,Heung Yuen Wai,0,0,0
2021-03-11,Lok Ma Chau,0,0,0
2021-03-11,Man Kam To,0,0,0
2021-03-11,Sha Tau Kok,0,0,0
2021-03-11,Shenzhen Bay,589,-116,473
2021-03-12,Express Rail Link West Kowloon,0,0,0
2021-03-12,Hung Hom,0,0,0
2021-03-12,Lo Wu,0,0,0
2021-03-12,Lok Ma Chau Spur Line,0,0,0
2021-03-12,Heung Yuen Wai,0,0,0
2021-03-12,Lok Ma Chau,0,0,0
2021-03-12,Man Kam To,0,0,0
2021-03-12,Sha Tau Kok,0,0,0
2021-03-12,Shenzhen Bay,632,-133,499
2021-03-13,Express Rail Link West Kowloon,0,0,0
2021-03-13,Hung Hom,0,0,0
2021-03-13,Lo Wu,0,0,0
2021-03-13,Lok Ma Chau Spur Line,0,0,0
2021-03-13,Heung Yuen Wai,0,0,0
2021-03-13,Lok Ma Chau,0,0,0
2021-03-13,Man Kam To,0,0,0
2021-03-13,Sha Tau Kok,0,0,0
2021-03-13,Shenzhen Bay,663,-142,521
2021-03-14,Express Rail Link West Kowloon,0,0,0
2021-03-14,Hung Hom,0,0,0
2021-03-14,Lo Wu,0,0,0
2021-03-14,Lok Ma Chau Spur Line,0,0,0
2021-03-14,Heung Yuen Wai,0,0,0
2021-03-14,Lok Ma Chau,0,0,0
2021-03-14,Man Kam To,0,0,0
2021-03-14,Sha Tau Kok,0,0,0
2021-03-14,Shenzhen Bay,395,-162,233
2021-03-15,Express Rail Link West Kowloon,0,0,0
2021-03-15,Hung Hom,0,0,0
2021-03-15,Lo Wu,0,0,0
2021-03-15,Lok Ma Chau Spur Line,0,0,0
2021-03-15,Heung Yuen Wai,0,0,0
2021-03-15,Lok Ma Chau,0,0,0
2021-03-15,Man Kam To,0,0,0
2021-03-15,Sha Tau Kok,0,0,0
2021-03-15,Shenzhen Bay,609,-141,468
2021-03-16,Express Rail Link West Kowloon,0,0,0
2021-03-16,Hung Hom,0,0,0
2021-03-16,Lo Wu,0,0,0
2021-03-16,Lok Ma Chau Spur Line,0,0,0
2021-03-16,Heung Yuen Wai,0,0,0
2021-03-16,Lok Ma Chau,0,0,0
2021-03-16,Man Kam To,0,0,0
2021-03-16,Sha Tau Kok,0,0,0
2021-03-16,Shenzhen Bay,767,-142,625
2021-03-17,Express Rail Link West Kowloon,0,0,0
2021-03-17,Hung Hom,0,0,0
2021-03-17,Lo Wu,0,0,0
2021-03-17,Lok Ma Chau Spur Line,0,0,0
2021-03-17,Heung Yuen Wai,0,0,0
2021-03-17,Lok Ma Chau,0,0,0
2021-03-17,Man Kam To,0,0,0
2021-03-17,Sha Tau Kok,0,0,0
2021-03-17,Shenzhen Bay,779,-110,669
2021-03-18,Express Rail Link West Kowloon,0,0,0
2021-03-18,Hung Hom,0,0,0
2021-03-18,Lo Wu,0,0,0
2021-03-18,Lok Ma Chau Spur Line,0,0,0
2021-03-18,Heung Yuen Wai,0,0,0
2021-03-18,Lok Ma Chau,0,0,0
2021-03-18,Man Kam To,0,0,0
2021-03-18,Sha Tau Kok,0,0,0
2021-03-18,Shenzhen Bay,722,-133,589
2021-03-19,Express Rail Link West Kowloon,0,0,0
2021-03-19,Hung Hom,0,0,0
2021-03-19,Lo Wu,0,0,0
2021-03-19,Lok Ma Chau Spur Line,0,0,0
2021-03-19,Heung Yuen Wai,0,0,0
2021-03-19,Lok Ma Chau,0,0,0
2021-03-19,Man Kam To,0,0,0
2021-03-19,Sha Tau Kok,0,0,0
2021-03-19,Shenzhen Bay,683,-82,601
2021-03-20,Express Rail Link West Kowloon,0,0,0
2021-03-20,Hung Hom,0,0,0
2021-03-20,Lo Wu,0,0,0
2021-03-20,Lok Ma Chau Spur Line,0,0,0
2021-03-20,Heung Yuen Wai,0,0,0
2021-03-20,Lok Ma Chau,0,0,0
2021-03-20,Man Kam To,0,0,0
2021-03-20,Sha Tau Kok,0,0,0
2021-03-20,Shenzhen Bay,651,-161,490
2021-03-21,Express Rail Link West Kowloon,0,0,0
2021-03-21,Hung Hom,0,0,0
2021-03-21,Lo Wu,0,0,0
2021-03-21,Lok Ma Chau Spur Line,0,0,0
2021-03-21,Heung Yuen Wai,0,0,0
2021-03-21,Lok Ma Chau,0,0,0
2021-03-21,Man Kam To,0,0,0
2021-03-21,Sha Tau Kok,0,0,0
2021-03-21,Shenzhen Bay,424,-124,300
2021-03-22,Express Rail Link West Kowloon,0,0,0
2021-03-22,Hung Hom,0,0,0
2021-03-22,Lo Wu,0,0,0
2021-03-22,Lok Ma Chau Spur Line,0,0,0
2021-03-22,Heung Yuen Wai,0,0,0
2021-03-22,Lok Ma Chau,0,0,0
2021-03-22,Man Kam To,0,0,0
2021-03-22,Sha Tau Kok,0,0,0
2021-03-22,Shenzhen Bay,534,-120,414
2021-03-23,Express Rail Link West Kowloon,0,0,0
2021-03-23,Hung Hom,0,0,0
2021-03-23,Lo Wu,0,0,0
2021-03-23,Lok Ma Chau Spur Line,0,0,0
2021-03-23,Heung Yuen Wai,0,0,0
2021-03-23,Lok Ma Chau,0,0,0
2021-03-23,Man Kam To,0,0,0
2021-03-23,Sha Tau Kok,0,0,0
2021-03-23,Shenzhen Bay,608,-92,516
2021-03-24,Express Rail Link West Kowloon,0,0,0
2021-03-24,Hung Hom,0,0,0
2021-03-24,Lo Wu,0,0,0
2021-03-24,Lok Ma Chau Spur Line,0,0,0
2021-03-24,Heung Yuen Wai,0,0,0
2021-03-24,Lok Ma Chau,0,0,0
2021-03-24,Man Kam To,0,0,0
2021-03-24,Sha Tau Kok,0,0,0
2021-03-24,Shenzhen Bay,541,-97,444
2021-03-25,Express Rail Link West Kowloon,0,0,0
2021-03-25,Hung Hom,0,0,0
2021-03-25,Lo Wu,0,0,0
2021-03-25,Lok Ma Chau Spur Line,0,0,0
2021-03-25,Heung Yuen Wai,0,0,0
2021-03-25,Lok Ma Chau,0,0,0
2021-03-25,Man Kam To,0,0,0
2021-03-25,Sha Tau Kok,0,0,0
2021-03-25,Shenzhen Bay,557,-93,464
2021-03-26,Express Rail Link West Kowloon,0,0,0
2021-03-26,Hung Hom,0,0,0
2021-03-26,Lo Wu,0,0,0
2021-03-26,Lok Ma Chau Spur Line,0,0,0
2021-03-26,Heung Yuen Wai,0,0,0
2021-03-26,Lok Ma Chau,0,0,0
2021-03-26,Man Kam To,0,0,0
2021-03-26,Sha Tau Kok,0,0,0
2021-03-26,Shenzhen Bay,654,-87,567
2021-03-27,Express Rail Link West Kowloon,0,0,0
2021-03-27,Hung Hom,0,0,0
2021-03-27,Lo Wu,0,0,0
2021-03-27,Lok Ma Chau Spur Line,0,0,0
2021-03-27,Heung Yuen Wai,0,0,0
2021-03-27,Lok Ma Chau,0,0,0
2021-03-27,Man Kam To,0,0,0
2021-03-27,Sha Tau Kok,0,0,0
2021-03-27,Shenzhen Bay,674,-104,570
2021-03-28,Express Rail Link West Kowloon,0,0,0
2021-03-28,Hung Hom,0,0,0
2021-03-28,Lo Wu,0,0,0
2021-03-28,Lok Ma Chau Spur Line,0,0,0
2021-03-28,Heung Yuen Wai,0,0,0
2021-03-28,Lok Ma Chau,0,0,0
2021-03-28,Man Kam To,0,0,0
2021-03-28,Sha Tau Kok,0,0,0
2021-03-28,Shenzhen Bay,490,-139,351
2021-03-29,Express Rail Link West Kowloon,0,0,0
2021-03-29,Hung Hom,0,0,0
2021-03-29,Lo Wu,0,0,0
2021-03-29,Lok Ma Chau Spur Line,0,0,0
2021-03-29,Heung Yuen Wai,0,0,0
2021-03-29,Lok Ma Chau,0,0,0
2021-03-29,Man Kam To,0,0,0
2021-03-29,Sha Tau Kok,0,0,0
2021-03-29,Shenzhen Bay,508,-90,418
2021-03-30,Express Rail Link West Kowloon,0,0,0
2021-03-30,Hung Hom,0,0,0
2021-03-30,Lo Wu,0,0,0
2021-03-30,Lok Ma Chau Spur Line,0,0,0
2021-03-30,Heung Yuen Wai,0,0,0
2021-03-30,Lok Ma Chau,0,0,0
2021-03-30,Man Kam To,0,0,0
2021-03-30,Sha Tau Kok,0,0,0
2021-03-30,Shenzhen Bay,676,-97,579
2021-03-31,Express Rail Link West Kowloon,0,0,0
2021-03-31,Hung Hom,0,0,0
2021-03-31,Lo Wu,0,0,0
2021-03-31,Lok Ma Chau Spur Line,0,0,0
2021-03-31,Heung Yuen Wai,0,0,0
2021-03-31,Lok Ma Chau,0,0,0
2021-03-31,Man Kam To,0,0,0
2021-03-31,Sha Tau Kok,0,0,0
2021-03-31,Shenzhen Bay,714,-115,599
2021-04-01,Express Rail Link West Kowloon,0,0,0
2021-04-01,Hung Hom,0,0,0
2021-04-01,Lo Wu,0,0,0
2021-04-01,Lok Ma Chau Spur Line,0,0,0
2021-04-01,Heung Yuen Wai,0,0,0
2021-04-01,Lok Ma Chau,0,0,0
2021-04-01,Man Kam To,0,0,0
2021-04-01,Sha Tau Kok,0,0,0
2021-04-01,Shenzhen Bay,1217,-82,1135
2021-04-02,Express Rail Link West Kowloon,0,0,0
2021-04-02,Hung Hom,0,0,0
2021-04-02,Lo Wu,0,0,0
2021-04-02,Lok Ma Chau Spur Line,0,0,0
2021-04-02,Heung Yuen Wai,0,0,0
2021-04-02,Lok Ma Chau,0,0,0
2021-04-02,Man Kam To,0,0,0
2021-04-02,Sha Tau Kok,0,0,0
2021-04-02,Shenzhen Bay,1057,-169,888
2021-04-03,Express Rail Link West Kowloon,0,0,0
2021-04-03,Hung Hom,0,0,0
2021-04-03,Lo Wu,0,0,0
2021-04-03,Lok Ma Chau Spur Line,0,0,0
2021-04-03,Heung Yuen Wai,0,0,0
2021-04-03,Lok Ma Chau,0,0,0
2021-04-03,Man Kam To,0,0,0
2021-04-03,Sha Tau Kok,0,0,0
2021-04-03,Shenzhen Bay,632,-95,537
2021-04-04,Express Rail Link West Kowloon,0,0,0
2021-04-04,Hung Hom,0,0,0
2021-04-04,Lo Wu,0,0,0
2021-04-04,Lok Ma Chau Spur Line,0,0,0
2021-04-04,Heung Yuen Wai,0,0,0
2021-04-04,Lok Ma Chau,0,0,0
2021-04-04,Man Kam To,0,0,0
2021-04-04,Sha Tau Kok,0,0,0
2021-04-04,Shenzhen Bay,373,-65,308
2021-04-05,Express Rail Link West Kowloon,0,0,0
2021-04-05,Hung Hom,0,0,0
2021-04-05,Lo Wu,0,0,0
2021-04-05,Lok Ma Chau Spur Line,0,0,0
2021-04-05,Heung Yuen Wai,0,0,0
2021-04-05,Lok Ma Chau,0,0,0
2021-04-05,Man Kam To,0,0,0
2021-04-05,Sha Tau Kok,0,0,0
2021-04-05,Shenzhen Bay,528,-113,415
2021-04-06,Express Rail Link West Kowloon,0,0,0
2021-04-06,Hung Hom,0,0,0
2021-04-06,Lo Wu,0,0,0
2021-04-06,Lok Ma Chau Spur Line,0,0,0
2021-04-06,Heung Yuen Wai,0,0,0
2021-04-06,Lok Ma Chau,0,0,0
2021-04-06,Man Kam To,0,0,0
2021-04-06,Sha Tau Kok,0,0,0
2021-04-06,Shenzhen Bay,612,-151,461
2021-04-07,Express Rail Link West Kowloon,0,0,0
2021-04-07,Hung Hom,0,0,0
2021-04-07,Lo Wu,0,0,0
2021-04-07,Lok Ma Chau Spur Line,0,0,0
2021-04-07,Heung Yuen Wai,0,0,0
2021-04-07,Lok Ma Chau,0,0,0
2021-04-07,Man Kam To,0,0,0
2021-04-07,Sha Tau Kok,0,0,0
2021-04-07,Shenzhen Bay,604,-145,459
2021-04-08,Express Rail Link West Kowloon,0,0,0
2021-04-08,Hung Hom,0,0,0
2021-04-08,Lo Wu,0,0,0
2021-04-08,Lok Ma Chau Spur Line,0,0,0
2021-04-08,Heung Yuen Wai,0,0,0
2021-04-08,Lok Ma Chau,0,0,0
2021-04-08,Man Kam To,0,0,0
2021-04-08,Sha Tau Kok,0,0,0
2021-04-08,Shenzhen Bay,783,-134,649
2021-04-09,Express Rail Link West Kowloon,0,0,0
2021-04-09,Hung Hom,0,0,0
2021-04-09,Lo Wu,0,0,0
2021-04-09,Lok Ma Chau Spur Line,0,0,0
2021-04-09,Heung Yuen Wai,0,0,0
2021-04-09,Lok Ma Chau,0,0,0
2021-04-09,Man Kam To,0,0,0
2021-04-09,Sha Tau Kok,0,0,0
2021-04-09,Shenzhen Bay,750,-147,603
2021-04-10,Express Rail Link West Kowloon,0,0,0
2021-04-10,Hung Hom,0,0,0
2021-04-10,Lo Wu,0,0,0
2021-04-10,Lok Ma Chau Spur Line,0,0,0
2021-04-10,Heung Yuen Wai,0,0,0
2021-04-10,Lok Ma Chau,0,0,0
2021-04-10,Man Kam To,0,0,0
2021-04-10,Sha Tau Kok,0,0,0
2021-04-10,Shenzhen Bay,912,-212,700
2021-04-11,Express Rail Link West Kowloon,0,0,0
2021-04-11,Hung Hom,0,0,0
2021-04-11,Lo Wu,0,0,0
2021-04-11,Lok Ma Chau Spur Line,0,0,0
2021-04-11,Heung Yuen Wai,0,0,0
2021-04-11,Lok Ma Chau,0,0,0
2021-04-11,Man Kam To,0,0,0
2021-04-11,Sha Tau Kok,0,0,0
2021-04-11,Shenzhen Bay,576,-196,380
2021-04-12,Express Rail Link West Kowloon,0,0,0
2021-04-12,Hung Hom,0,0,0
2021-04-12,Lo Wu,0,0,0
2021-04-12,Lok Ma Chau Spur Line,0,0,0
2021-04-12,Heung Yuen Wai,0,0,0
2021-04-12,Lok Ma Chau,0,0,0
2021-04-12,Man Kam To,0,0,0
2021-04-12,Sha Tau Kok,0,0,0
2021-04-12,Shenzhen Bay,716,-96,620
2021-04-13,Express Rail Link West Kowloon,0,0,0
2021-04-13,Hung Hom,0,0,0
2021-04-13,Lo Wu,0,0,0
2021-04-13,Lok Ma Chau Spur Line,0,0,0
2021-04-13,Heung Yuen Wai,0,0,0
2021-04-13,Lok Ma Chau,0,0,0
2021-04-13,Man Kam To,0,0,0
2021-04-13,Sha Tau Kok,0,0,0
2021-04-13,Shenzhen Bay,895,-104,791
2021-04-14,Express Rail Link West Kowloon,0,0,0
2021-04-14,Hung Hom,0,0,0
2021-04-14,Lo Wu,0,0,0
2021-04-14,Lok Ma Chau Spur Line,0,0,0
2021-04-14,Heung Yuen Wai,0,0,0
2021-04-14,Lok Ma Chau,0,0,0
2021-04-14,Man Kam To,0,0,0
2021-04-14,Sha Tau Kok,0,0,0
2021-04-14,Shenzhen Bay,766,-149,617
2021-04-15,Express Rail Link West Kowloon,0,0,0
2021-04-15,Hung Hom,0,0,0
2021-04-15,Lo Wu,0,0,0
2021-04-15,Lok Ma Chau Spur Line,0,0,0
2021-04-15,Heung Yuen Wai,0,0,0
2021-04-15,Lok Ma Chau,0,0,0
2021-04-15,Man Kam To,0,0,0
2021-04-15,Sha Tau Kok,0,0,0
2021-04-15,Shenzhen Bay,965,-99,866
2021-04-16,Express Rail Link West Kowloon,0,0,0
2021-04-16,Hung Hom,0,0,0
2021-04-16,Lo Wu,0,0,0
2021-04-16,Lok Ma Chau Spur Line,0,0,0
2021-04-16,Heung Yuen Wai,0,0,0
2021-04-16,Lok Ma Chau,0,0,0
2021-04-16,Man Kam To,0,0,0
2021-04-16,Sha Tau Kok,0,0,0
2021-04-16,Shenzhen Bay,939,-86,853
2021-04-17,Express Rail Link West Kowloon,0,0,0
2021-04-17,Hung Hom,0,0,0
2021-04-17,Lo Wu,0,0,0
2021-04-17,Lok Ma Chau Spur Line,0,0,0
2021-04-17,Heung Yuen Wai,0,0,0
2021-04-17,Lok Ma Chau,0,0,0
2021-04-17,Man Kam To,0,0,0
2021-04-17,Sha Tau Kok,0,0,0
2021-04-17,Shenzhen Bay,888,-112,776
2021-04-18,Express Rail Link West Kowloon,0,0,0
2021-04-18,Hung Hom,0,0,0
2021-04-18,Lo Wu,0,0,0
2021-04-18,Lok Ma Chau Spur Line,0,0,0
2021-04-18,Heung Yuen Wai,0,0,0
2021-04-18,Lok Ma Chau,0,0,0
2021-04-18,Man Kam To,0,0,0
2021-04-18,Sha Tau Kok,0,0,0
2021-04-18,Shenzhen Bay,713,-132,581
2021-04-19,Express Rail Link West Kowloon,0,0,0
2021-04-19,Hung Hom,0,0,0
2021-04-19,Lo Wu,0,0,0
2021-04-19,Lok Ma Chau Spur Line,0,0,0
2021-04-19,Heung Yuen Wai,0,0,0
2021-04-19,Lok Ma Chau,0,0,0
2021-04-19,Man Kam To,0,0,0
2021-04-19,Sha Tau Kok,0,0,0
2021-04-19,Shenzhen Bay,680,-90,590
2021-04-20,Express Rail Link West Kowloon,0,0,0
2021-04-20,Hung Hom,0,0,0
2021-04-20,Lo Wu,0,0,0
2021-04-20,Lok Ma Chau Spur Line,0,0,0
2021-04-20,Heung Yuen Wai,0,0,0
2021-04-20,Lok Ma Chau,0,0,0
2021-04-20,Man Kam To,0,0,0
2021-04-20,Sha Tau Kok,0,0,0
2021-04-20,Shenzhen Bay,893,-127,766
2021-04-21,Express Rail Link West Kowloon,0,0,0
2021-04-21,Hung Hom,0,0,0
2021-04-21,Lo Wu,0,0,0
2021-04-21,Lok Ma Chau Spur Line,0,0,0
2021-04-21,Heung Yuen Wai,0,0,0
2021-04-21,Lok Ma Chau,0,0,0
2021-04-21,Man Kam To,0,0,0
2021-04-21,Sha Tau Kok,0,0,0
2021-04-21,Shenzhen Bay,807,-90,717
2021-04-22,Express Rail Link West Kowloon,0,0,0
2021-04-22,Hung Hom,0,0,0
2021-04-22,Lo Wu,0,0,0
2021-04-22,Lok Ma Chau Spur Line,0,0,0
2021-04-22,Heung Yuen Wai,0,0,0
2021-04-22,Lok Ma Chau,0,0,0
2021-04-22,Man Kam To,0,0,0
2021-04-22,Sha Tau Kok,0,0,0
2021-04-22,Shenzhen Bay,812,-90,722
2021-04-23,Express Rail Link West Kowloon,0,0,0
2021-04-23,Hung Hom,0,0,0
2021-04-23,Lo Wu,0,0,0
2021-04-23,Lok Ma Chau Spur Line,0,0,0
2021-04-23,Heung Yuen Wai,0,0,0
2021-04-23,Lok Ma Chau,0,0,0
2021-04-23,Man Kam To,0,0,0
2021-04-23,Sha Tau Kok,0,0,0
2021-04-23,Shenzhen Bay,826,-65,761
2021-04-24,Express Rail Link West Kowloon,0,0,0
2021-04-24,Hung Hom,0,0,0
2021-04-24,Lo Wu,0,0,0
2021-04-24,Lok Ma Chau Spur Line,0,0,0
2021-04-24,Heung Yuen Wai,0,0,0
2021-04-24,Lok Ma Chau,0,0,0
2021-04-24,Man Kam To,0,0,0
2021-04-24,Sha Tau Kok,0,0,0
2021-04-24,Shenzhen Bay,774,-108,666
2021-04-25,Express Rail Link West Kowloon,0,0,0
2021-04-25,Hung Hom,0,0,0
2021-04-25,Lo Wu,0,0,0
2021-04-25,Lok Ma Chau Spur Line,0,0,0
2021-04-25,Heung Yuen Wai,0,0,0
2021-04-25,Lok Ma Chau,0,0,0
2021-04-25,Man Kam To,0,0,0
2021-04-25,Sha Tau Kok,0,0,0
2021-04-25,Shenzhen Bay,596,-135,461
2021-04-26,Express Rail Link West Kowloon,0,0,0
2021-04-26,Hung Hom,0,0,0
2021-04-26,Lo Wu,0,0,0
2021-04-26,Lok Ma Chau Spur Line,0,0,0
2021-04-26,Heung Yuen Wai,0,0,0
2021-04-26,Lok Ma Chau,0,0,0
2021-04-26,Man Kam To,0,0,0
2021-04-26,Sha Tau Kok,0,0,0
2021-04-26,Shenzhen Bay,770,-73,697
2021-04-27,Express Rail Link West Kowloon,0,0,0
2021-04-27,Hung Hom,0,0,0
2021-04-27,Lo Wu,0,0,0
2021-04-27,Lok Ma Chau Spur Line,0,0,0
2021-04-27,Heung Yuen Wai,0,0,0
2021-04-27,Lok Ma Chau,0,0,0
2021-04-27,Man Kam To,0,0,0
2021-04-27,Sha Tau Kok,0,0,0
2021-04-27,Shenzhen Bay,778,-76,702
2021-04-28,Express Rail Link West Kowloon,0,0,0
2021-04-28,Hung Hom,0,0,0
2021-04-28,Lo Wu,0,0,0
2021-04-28,Lok Ma Chau Spur Line,0,0,0
2021-04-28,Heung Yuen Wai,0,0,0
2021-04-28,Lok Ma Chau,0,0,0
2021-04-28,Man Kam To,0,0,0
2021-04-28,Sha Tau Kok,0,0,0
2021-04-28,Shenzhen Bay,801,-86,715
2021-04-29,Express Rail Link West Kowloon,0,0,0
2021-04-29,Hung Hom,0,0,0
2021-04-29,Lo Wu,0,0,0
2021-04-29,Lok Ma Chau Spur Line,0,0,0
2021-04-29,Heung Yuen Wai,0,0,0
2021-04-29,Lok Ma Chau,0,0,0
2021-04-29,Man Kam To,0,0,0
2021-04-29,Sha Tau Kok,0,0,0
2021-04-29,Shenzhen Bay,778,-141,637
2021-04-30,Express Rail Link West Kowloon,0,0,0
2021-04-30,Hung Hom,0,0,0
2021-04-30,Lo Wu,0,0,0
2021-04-30,Lok Ma Chau Spur Line,0,0,0
2021-04-30,Heung Yuen Wai,0,0,0
2021-04-30,Lok Ma Chau,0,0,0
2021-04-30,Man Kam To,0,0,0
2021-04-30,Sha Tau Kok,0,0,0
2021-04-30,Shenzhen Bay,989,-91,898
2021-05-01,Express Rail Link West Kowloon,0,0,0
2021-05-01,Hung Hom,0,0,0
2021-05-01,Lo Wu,0,0,0
2021-05-01,Lok Ma Chau Spur Line,0,0,0
2021-05-01,Heung Yuen Wai,0,0,0
2021-05-01,Lok Ma Chau,0,0,0
2021-05-01,Man Kam To,0,0,0
2021-05-01,Sha Tau Kok,0,0,0
2021-05-01,Shenzhen Bay,1055,-96,959
2021-05-02,Express Rail Link West Kowloon,0,0,0
2021-05-02,Hung Hom,0,0,0
2021-05-02,Lo Wu,0,0,0
2021-05-02,Lok Ma Chau Spur Line,0,0,0
2021-05-02,Heung Yuen Wai,0,0,0
2021-05-02,Lok Ma Chau,0,0,0
2021-05-02,Man Kam To,0,0,0
2021-05-02,Sha Tau Kok,0,0,0
2021-05-02,Shenzhen Bay,651,-116,535
2021-05-03,Express Rail Link West Kowloon,0,0,0
2021-05-03,Hung Hom,0,0,0
2021-05-03,Lo Wu,0,0,0
2021-05-03,Lok Ma Chau Spur Line,0,0,0
2021-05-03,Heung Yuen Wai,0,0,0
2021-05-03,Lok Ma Chau,0,0,0
2021-05-03,Man Kam To,0,0,0
2021-05-03,Sha Tau Kok,0,0,0
2021-05-03,Shenzhen Bay,661,-69,592
2021-05-04,Express Rail Link West Kowloon,0,0,0
2021-05-04,Hung Hom,0,0,0
2021-05-04,Lo Wu,0,0,0
2021-05-04,Lok Ma Chau Spur Line,0,0,0
2021-05-04,Heung Yuen Wai,0,0,0
2021-05-04,Lok Ma Chau,0,0,0
2021-05-04,Man Kam To,0,0,0
2021-05-04,Sha Tau Kok,0,0,0
2021-05-04,Shenzhen Bay,798,-69,729
2021-05-05,Express Rail Link West Kowloon,0,0,0
2021-05-05,Hung Hom,0,0,0
2021-05-05,Lo Wu,0,0,0
2021-05-05,Lok Ma Chau Spur Line,0,0,0
2021-05-05,Heung Yuen Wai,0,0,0
2021-05-05,Lok Ma Chau,0,0,0
2021-05-05,Man Kam To,0,0,0
2021-05-05,Sha Tau Kok,0,0,0
2021-05-05,Shenzhen Bay,825,-58,767
2021-05-06,Express Rail Link West Kowloon,0,0,0
2021-05-06,Hung Hom,0,0,0
2021-05-06,Lo Wu,0,0,0
2021-05-06,Lok Ma Chau Spur Line,0,0,0
2021-05-06,Heung Yuen Wai,0,0,0
2021-05-06,Lok Ma Chau,0,0,0
2021-05-06,Man Kam To,0,0,0
2021-05-06,Sha Tau Kok,0,0,0
2021-05-06,Shenzhen Bay,1047,-90,957
2021-05-07,Express Rail Link West Kowloon,0,0,0
2021-05-07,Hung Hom,0,0,0
2021-05-07,Lo Wu,0,0,0
2021-05-07,Lok Ma Chau Spur Line,0,0,0
2021-05-07,Heung Yuen Wai,0,0,0
2021-05-07,Lok Ma Chau,0,0,0
2021-05-07,Man Kam To,0,0,0
2021-05-07,Sha Tau Kok,0,0,0
2021-05-07,Shenzhen Bay,869,-96,773
2021-05-08,Express Rail Link West Kowloon,0,0,0
2021-05-08,Hung Hom,0,0,0
2021-05-08,Lo Wu,0,0,0
2021-05-08,Lok Ma Chau Spur Line,0,0,0
2021-05-08,Heung Yuen Wai,0,0,0
2021-05-08,Lok Ma Chau,0,0,0
2021-05-08,Man Kam To,0,0,0
2021-05-08,Sha Tau Kok,0,0,0
2021-05-08,Shenzhen Bay,876,-101,775
2021-05-09,Express Rail Link West Kowloon,0,0,0
2021-05-09,Hung Hom,0,0,0
2021-05-09,Lo Wu,0,0,0
2021-05-09,Lok Ma Chau Spur Line,0,0,0
2021-05-09,Heung Yuen Wai,0,0,0
2021-05-09,Lok Ma Chau,0,0,0
2021-05-09,Man Kam To,0,0,0
2021-05-09,Sha Tau Kok,0,0,0
2021-05-09,Shenzhen Bay,624,-84,540
2021-05-10,Express Rail Link West Kowloon,0,0,0
2021-05-10,Hung Hom,0,0,0
2021-05-10,Lo Wu,0,0,0
2021-05-10,Lok Ma Chau Spur Line,0,0,0
2021-05-10,Heung Yuen Wai,0,0,0
2021-05-10,Lok Ma Chau,0,0,0
2021-05-10,Man Kam To,0,0,0
2021-05-10,Sha Tau Kok,0,0,0
2021-05-10,Shenzhen Bay,929,-63,866
2021-05-11,Express Rail Link West Kowloon,0,0,0
2021-05-11,Hung Hom,0,0,0
2021-05-11,Lo Wu,0,0,0
2021-05-11,Lok Ma Chau Spur Line,0,0,0
2021-05-11,Heung Yuen Wai,0,0,0
2021-05-11,Lok Ma Chau,0,0,0
2021-05-11,Man Kam To,0,0,0
2021-05-11,Sha Tau Kok,0,0,0
2021-05-11,Shenzhen Bay,983,-53,930
2021-05-12,Express Rail Link West Kowloon,0,0,0
2021-05-12,Hung Hom,0,0,0
2021-05-12,Lo Wu,0,0,0
2021-05-12,Lok Ma Chau Spur Line,0,0,0
2021-05-12,Heung Yuen Wai,0,0,0
2021-05-12,Lok Ma Chau,0,0,0
2021-05-12,Man Kam To,0,0,0
2021-05-12,Sha Tau Kok,0,0,0
2021-05-12,Shenzhen Bay,880,-118,762
2021-05-13,Express Rail Link West Kowloon,0,0,0
2021-05-13,Hung Hom,0,0,0
2021-05-13,Lo Wu,0,0,0
2021-05-13,Lok Ma Chau Spur Line,0,0,0
2021-05-13,Heung Yuen Wai,0,0,0
2021-05-13,Lok Ma Chau,0,0,0
2021-05-13,Man Kam To,0,0,0
2021-05-13,Sha Tau Kok,0,0,0
2021-05-13,Shenzhen Bay,843,-59,784
2021-05-14,Express Rail Link West Kowloon,0,0,0
2021-05-14,Hung Hom,0,0,0
